timestamp,occupancy,speed,TravelTime
2015-09-04 14:02:00,3.22,91,626
2015-09-04 14:12:00,4.11,82,828
2015-09-04 14:12:00,6.56,82,828
2015-09-04 14:22:00,7.22,84,627
2015-09-04 14:22:00,2.33,84,627
2015-09-04 15:02:00,3.61,82,208
2015-09-04 15:52:00,6.67,90,308
2015-09-04 15:52:00,15.0,90,308
2015-09-04 16:12:00,3.61,85,284
2015-09-04 16:12:00,4.17,85,284
2015-09-04 16:42:00,5.28,83,347
2015-09-04 18:02:00,5.0,89,187
2015-09-04 18:02:00,6.83,89,187
2015-09-04 18:12:00,2.72,83,166
2015-09-04 18:12:00,9.67,83,166
2015-09-04 19:02:00,3.83,87,155
2015-09-04 20:23:00,2.17,88,84
2015-09-04 20:23:00,6.5,88,84
2015-09-04 20:33:00,3.33,79,77
2015-09-04 20:33:00,3.83,79,77
2015-09-04 21:03:00,3.22,79,71
2015-09-04 21:03:00,5.11,79,71
2015-09-04 21:13:00,3.44,89,67
2015-09-04 21:13:00,2.28,89,67
2015-09-08 13:16:00,6.06,90,114
2015-09-08 13:16:00,8.67,90,114
2015-09-08 13:26:00,1.39,85,131
2015-09-08 13:26:00,10.44,85,131
2015-09-08 16:46:00,7.06,72,872
2015-09-08 16:46:00,9.33,72,872
2015-09-08 17:06:00,7.72,106,42
2015-09-09 10:58:00,4.67,74,128
2015-09-09 10:58:00,5.17,74,128
2015-09-09 15:48:00,5.56,81,189
2015-09-09 15:48:00,9.5,81,189
2015-09-09 16:48:00,5.0,78,193
2015-09-09 16:48:00,9.06,78,193
2015-09-09 17:48:00,3.61,74,366
2015-09-09 18:28:00,1.17,78,467
2015-09-09 18:28:00,4.06,78,467
2015-09-10 17:52:00,9.28,88,169
2015-09-10 17:52:00,3.78,88,169
2015-09-10 20:43:00,1.83,81,150
2015-09-11 10:34:00,3.22,86,181
2015-09-11 10:34:00,4.67,86,181
2015-09-11 10:44:00,3.72,86,234
2015-09-11 10:44:00,6.56,86,234
2015-09-11 11:04:00,3.61,82,280
2015-09-11 11:14:00,6.28,93,270
2015-09-11 11:14:00,7.5,93,270
2015-09-11 11:29:00,1.67,83,162
2015-09-11 11:29:00,10.22,83,162
2015-09-11 11:39:00,2.06,81,159
2015-09-11 11:39:00,7.89,81,159
2015-09-11 11:49:00,3.89,83,207
2015-09-11 11:49:00,17.06,83,207
2015-09-11 11:59:00,5.28,73,156
2015-09-11 11:59:00,5.28,73,217
2015-09-11 11:59:00,10.5,73,156
2015-09-11 11:59:00,10.5,73,217
2015-09-11 12:09:00,3.83,76,165
2015-09-11 12:09:00,11.0,76,165
2015-09-11 12:19:00,5.0,82,163
2015-09-11 12:29:00,1.78,81,195
2015-09-11 12:49:00,7.5,83,195
2015-09-11 12:49:00,7.5,83,290
2015-09-11 12:59:00,4.39,81,154
2015-09-11 12:59:00,10.67,81,154
2015-09-11 13:19:00,7.44,86,258
2015-09-11 13:29:00,3.89,75,149
2015-09-11 13:29:00,11.06,75,149
2015-09-11 13:39:00,5.83,89,153
2015-09-11 13:39:00,10.83,89,153
2015-09-11 13:49:00,9.0,78,128
2015-09-11 13:49:00,4.89,78,128
2015-09-11 13:59:00,5.78,80,118
2015-09-11 13:59:00,2.94,80,118
2015-09-11 14:09:00,2.56,78,133
2015-09-11 14:09:00,9.5,78,133
2015-09-11 14:19:00,4.39,77,168
2015-09-11 14:29:00,1.94,69,152
2015-09-11 14:29:00,8.17,69,152
2015-09-11 14:39:00,4.11,81,150
2015-09-11 14:39:00,9.94,81,150
2015-09-11 14:49:00,10.17,82,146
2015-09-11 14:59:00,6.72,76,164
2015-09-11 14:59:00,7.22,76,164
2015-09-11 15:19:00,10.06,78,158
2015-09-11 15:19:00,10.56,78,158
2015-09-11 15:29:00,7.22,75,184
2015-09-11 15:29:00,7.22,75,210
2015-09-11 15:29:00,6.33,75,184
2015-09-11 15:29:00,6.33,75,210
2015-09-11 15:39:00,4.61,92,249
2015-09-11 15:39:00,12.28,92,249
2015-09-11 15:49:00,3.5,85,232
2015-09-11 15:49:00,9.28,85,232
2015-09-11 15:59:00,2.67,82,235
2015-09-11 16:09:00,5.94,63,235
2015-09-11 16:09:00,4.67,63,235
2015-09-11 16:19:00,7.11,85,253
2015-09-11 16:19:00,10.0,85,253
2015-09-11 16:29:00,8.28,53,287
2015-09-11 16:29:00,10.28,53,287
2015-09-11 16:39:00,6.83,80,310
2015-09-11 16:49:00,4.67,80,327
2015-09-11 16:49:00,10.06,80,327
2015-09-11 16:59:00,10.33,83,351
2015-09-11 16:59:00,11.89,83,351
2015-09-11 17:09:00,3.72,79,333
2015-09-11 17:09:00,12.72,79,333
2015-09-11 17:19:00,7.61,89,329
2015-09-11 17:19:00,8.11,89,329
2015-09-11 17:29:00,5.56,91,308
2015-09-11 17:29:00,4.11,91,308
2015-09-11 17:39:00,7.11,84,284
2015-09-11 17:39:00,8.94,84,284
2015-09-11 17:49:00,3.06,85,284
2015-09-11 17:49:00,10.06,85,284
2015-09-11 17:59:00,7.5,80,229
2015-09-11 17:59:00,5.56,80,229
2015-09-11 21:51:00,5.06,72,180
2015-09-11 21:51:00,5.28,72,180
2015-09-13 12:16:00,8.11,84,141
2015-09-13 12:16:00,8.22,84,141
2015-09-13 13:48:00,6.17,83,119
2015-09-13 13:48:00,5.11,83,119
2015-09-13 20:08:00,7.61,68,127
2015-09-13 20:08:00,7.94,68,127
2015-09-13 21:08:00,1.44,94,38
2015-09-14 08:58:00,7.5,82,216
2015-09-14 08:58:00,3.56,82,216
2015-09-14 16:45:00,2.33,74,150
2015-09-14 16:45:00,7.5,74,150
2015-09-14 17:15:00,6.44,80,146
2015-09-14 17:15:00,9.17,80,146
2015-09-14 17:35:00,3.22,84,146
2015-09-14 17:35:00,4.83,84,146
2015-09-14 18:45:00,2.94,82,145
2015-09-14 18:45:00,9.22,82,145
2015-09-14 23:06:00,0.78,84,198
2015-09-15 00:16:00,0.0,59,134
2015-09-15 00:16:00,1.61,59,134
2015-09-15 04:16:00,1.0,85,121
2015-09-15 04:16:00,0.78,85,121
2015-09-15 04:26:00,2.28,90,130
2015-09-15 04:26:00,4.28,90,130
2015-09-15 04:46:00,2.06,86,122
2015-09-15 04:46:00,2.72,86,122
2015-09-15 05:36:00,5.06,85,116
2015-09-15 05:36:00,5.28,85,116
2015-09-15 05:46:00,3.89,82,120
2015-09-15 05:46:00,1.33,82,120
2015-09-15 06:16:00,14.28,80,130
2015-09-15 06:16:00,13.83,80,130
2015-09-15 07:26:00,13.39,88,147
2015-09-15 07:26:00,9.17,88,147
2015-09-15 07:36:00,12.28,85,179
2015-09-15 07:36:00,11.5,85,179
2015-09-15 07:46:00,9.83,70,136
2015-09-15 07:46:00,9.83,70,172
2015-09-15 07:46:00,7.89,70,136
2015-09-15 07:46:00,7.89,70,172
2015-09-15 07:56:00,9.56,97,140
2015-09-15 07:56:00,9.06,97,140
2015-09-15 08:16:00,8.39,91,127
2015-09-15 08:16:00,11.83,91,127
2015-09-15 08:26:00,6.33,88,131
2015-09-15 08:26:00,6.33,88,199
2015-09-15 08:26:00,8.28,88,131
2015-09-15 08:26:00,8.28,88,199
2015-09-15 08:36:00,4.5,80,101
2015-09-15 08:46:00,5.83,83,147
2015-09-15 08:46:00,5.83,83,196
2015-09-15 08:46:00,5.22,83,147
2015-09-15 08:46:00,5.22,83,196
2015-09-15 08:56:00,5.78,75,130
2015-09-15 08:56:00,5.78,75,124
2015-09-15 08:56:00,14.61,75,130
2015-09-15 08:56:00,14.61,75,124
2015-09-15 09:06:00,4.11,61,125
2015-09-15 09:06:00,8.72,61,125
2015-09-15 09:16:00,5.67,84,192
2015-09-15 09:16:00,10.22,84,192
2015-09-15 09:26:00,7.89,74,160
2015-09-15 09:26:00,11.44,74,160
2015-09-15 09:36:00,4.22,70,146
2015-09-15 09:36:00,7.44,70,146
2015-09-15 10:06:00,7.89,80,149
2015-09-15 10:06:00,7.44,80,149
2015-09-15 11:06:00,2.17,82,1612
2015-09-15 11:06:00,12.11,82,1612
2015-09-15 11:16:00,4.39,81,1738
2015-09-15 11:16:00,6.94,81,1738
2015-09-15 11:26:00,1.67,92,70
2015-09-15 11:26:00,5.39,92,70
2015-09-15 11:36:00,6.28,82,109
2015-09-15 11:36:00,5.94,82,109
2015-09-15 11:46:00,3.5,76,261
2015-09-15 11:46:00,5.83,76,261
2015-09-15 11:56:00,4.39,87,133
2015-09-15 11:56:00,4.22,87,133
2015-09-15 12:26:00,6.83,81,182
2015-09-15 12:26:00,7.06,81,182
2015-09-15 12:31:00,4.61,87,159
2015-09-15 12:31:00,3.67,87,159
2015-09-15 12:36:00,3.72,83,141
2015-09-15 12:36:00,13.56,83,141
2015-09-15 12:46:00,1.06,88,163
2015-09-15 12:46:00,5.44,88,163
2015-09-15 12:56:00,2.28,78,134
2015-09-15 12:56:00,7.39,78,134
2015-09-15 13:06:00,2.28,75,145
2015-09-15 13:06:00,6.39,75,145
2015-09-15 13:26:00,3.72,75,131
2015-09-15 13:26:00,12.61,75,131
2015-09-15 13:46:00,2.28,92,137
2015-09-15 13:46:00,2.28,92,129
2015-09-15 13:46:00,6.56,92,137
2015-09-15 13:46:00,6.56,92,129
2015-09-15 15:34:00,5.94,86,157
2015-09-15 15:34:00,7.89,86,157
2015-09-15 16:34:00,4.22,90,138
2015-09-15 16:34:00,10.78,90,138
2015-09-15 18:04:00,5.06,72,137
2015-09-15 18:04:00,6.61,72,137
2015-09-15 19:34:00,1.83,80,142
2015-09-15 19:34:00,1.83,80,142
2015-09-15 23:04:00,1.44,86,137
2015-09-15 23:04:00,4.39,86,137
2015-09-16 03:14:00,1.17,77,125
2015-09-16 03:14:00,1.94,77,125
2015-09-16 03:54:00,1.06,84,128
2015-09-16 06:24:00,17.56,71,139
2015-09-16 06:24:00,5.39,71,139
2015-09-16 07:44:00,18.67,84,157
2015-09-16 07:44:00,10.33,84,157
2015-09-16 08:44:00,8.22,80,309
2015-09-16 08:44:00,27.83,80,309
2015-09-16 08:54:00,6.72,95,344
2015-09-16 08:54:00,12.83,95,344
2015-09-16 09:04:00,6.17,73,294
2015-09-16 09:04:00,9.11,73,294
2015-09-16 09:54:00,6.44,70,140
2015-09-16 09:54:00,10.17,70,140
2015-09-16 11:14:00,6.06,83,324
2015-09-16 11:14:00,11.11,83,324
2015-09-16 14:35:00,1.44,75,177
2015-09-16 14:35:00,1.44,75,168
2015-09-16 14:35:00,6.0,75,177
2015-09-16 14:35:00,6.0,75,168
2015-09-16 14:55:00,4.11,85,224
2015-09-16 14:55:00,4.11,85,157
2015-09-16 14:55:00,9.83,85,224
2015-09-16 14:55:00,9.83,85,157
2015-09-16 15:05:00,5.28,86,289
2015-09-16 15:05:00,5.78,86,289
2015-09-16 15:15:00,2.83,85,297
2015-09-16 15:15:00,9.11,85,297
2015-09-16 15:25:00,4.89,78,258
2015-09-16 15:25:00,15.11,78,258
2015-09-16 15:30:00,3.61,94,146
2015-09-16 15:30:00,16.0,94,146
2015-09-16 16:10:00,4.28,77,145
2015-09-16 16:10:00,8.89,77,145
2015-09-16 16:20:00,6.06,75,161
2015-09-16 16:20:00,8.67,75,161
2015-09-16 17:20:00,2.44,76,160
2015-09-16 17:20:00,10.78,76,160
2015-09-16 17:50:00,1.39,83,159
2015-09-16 17:50:00,7.44,83,159
2015-09-16 18:20:00,4.0,76,160
2015-09-16 18:20:00,9.0,76,160
2015-09-16 19:00:00,4.89,93,144
2015-09-16 19:00:00,4.72,93,144
2015-09-16 20:10:00,1.44,78,135
2015-09-16 20:10:00,3.11,78,135
2015-09-16 20:40:00,1.28,68,129
2015-09-16 20:40:00,1.56,68,129
2015-09-16 22:20:00,0.39,75,315
2015-09-16 22:20:00,2.67,75,315
2015-09-17 00:00:00,1.94,75,650
2015-09-17 00:00:00,2.22,75,650
2015-09-17 06:10:00,8.61,88,119
2015-09-17 06:10:00,5.67,88,119
2015-09-17 07:30:00,1.28,59,147
2015-09-17 07:30:00,14.11,59,147
2015-09-17 08:00:00,12.89,78,156
2015-09-17 08:00:00,36.33,78,156
2015-09-17 08:40:00,6.83,66,251
2015-09-17 08:40:00,13.56,66,251
2015-09-17 09:00:00,3.22,53,304
2015-09-17 09:00:00,10.67,53,304
2015-09-17 09:20:00,9.56,74,244
2015-09-17 09:20:00,9.33,74,244
2015-09-17 13:10:00,2.33,75,149
2015-09-17 13:10:00,7.33,75,149
2015-09-17 13:20:00,5.06,77,163
2015-09-17 13:20:00,7.11,77,163
2015-09-17 13:50:00,5.67,75,140
2015-09-17 13:50:00,2.56,75,140
2015-09-17 14:10:00,3.89,71,177
2015-09-17 14:10:00,13.17,71,177
2015-09-17 15:34:00,4.11,84,304
2015-09-17 15:34:00,4.11,84,218
2015-09-17 15:34:00,7.17,84,304
2015-09-17 15:34:00,7.17,84,218
2015-09-17 15:54:00,4.5,77,189
2015-09-17 15:54:00,4.5,77,211
2015-09-17 15:54:00,4.39,77,189
2015-09-17 15:54:00,4.39,77,211
2015-09-17 16:04:00,9.28,81,194
2015-09-17 16:04:00,9.28,81,229
2015-09-17 16:04:00,9.94,81,194
2015-09-17 16:04:00,9.94,81,229
2015-09-17 16:14:00,3.44,87,245
2015-09-17 16:14:00,10.0,87,245
2015-09-17 16:24:00,5.56,83,396
2015-09-17 16:24:00,8.06,83,396
2015-09-08 13:26:00,1.39,66,131
2015-09-08 13:26:00,10.44,66,131
2015-09-09 15:48:00,5.56,70,189
2015-09-09 15:48:00,9.5,70,189
2015-09-09 16:48:00,5.0,69,193
2015-09-09 16:48:00,9.06,69,193
2015-09-09 17:48:00,3.61,65,366
2015-09-09 18:28:00,1.17,69,467
2015-09-09 18:28:00,4.06,69,467
2015-09-10 17:52:00,9.28,66,169
2015-09-10 17:52:00,3.78,66,169
2015-09-10 19:32:00,6.33,62,179
2015-09-11 11:29:00,1.67,70,162
2015-09-11 11:29:00,10.22,70,162
2015-09-11 11:39:00,2.06,63,159
2015-09-11 11:39:00,7.89,63,159
2015-09-11 12:39:00,11.94,69,156
2015-09-11 12:49:00,7.5,64,195
2015-09-11 12:49:00,7.5,64,290
2015-09-11 12:59:00,4.39,69,154
2015-09-11 12:59:00,10.67,69,154
2015-09-11 13:29:00,3.89,67,149
2015-09-11 13:29:00,11.06,67,149
2015-09-11 13:39:00,5.83,67,153
2015-09-11 13:39:00,10.83,67,153
2015-09-11 13:49:00,9.0,69,128
2015-09-11 13:49:00,4.89,69,128
2015-09-11 14:19:00,4.39,68,168
2015-09-11 14:29:00,1.94,67,152
2015-09-11 14:29:00,8.17,67,152
2015-09-11 14:39:00,4.11,66,150
2015-09-11 14:39:00,9.94,66,150
2015-09-11 14:59:00,6.72,65,164
2015-09-11 14:59:00,7.22,65,164
2015-09-11 15:09:00,8.39,69,156
2015-09-11 15:19:00,10.06,70,158
2015-09-11 15:19:00,10.56,70,158
2015-09-11 15:29:00,7.22,68,184
2015-09-11 15:29:00,7.22,68,210
2015-09-11 15:29:00,6.33,68,184
2015-09-11 15:29:00,6.33,68,210
2015-09-11 15:39:00,4.61,66,249
2015-09-11 15:39:00,12.28,66,249
2015-09-11 15:49:00,3.5,62,232
2015-09-11 15:49:00,9.28,62,232
2015-09-11 15:59:00,2.67,60,235
2015-09-11 16:09:00,5.94,68,235
2015-09-11 16:09:00,4.67,68,235
2015-09-11 16:19:00,7.11,66,253
2015-09-11 16:19:00,10.0,66,253
2015-09-11 16:29:00,8.28,70,287
2015-09-11 16:29:00,10.28,70,287
2015-09-11 16:39:00,6.83,59,310
2015-09-11 16:49:00,4.67,52,327
2015-09-11 16:49:00,10.06,52,327
2015-09-11 16:59:00,10.33,67,351
2015-09-11 16:59:00,11.89,67,351
2015-09-11 17:09:00,3.72,61,333
2015-09-11 17:09:00,12.72,61,333
2015-09-11 17:19:00,7.61,63,329
2015-09-11 17:19:00,8.11,63,329
2015-09-11 17:29:00,5.56,66,308
2015-09-11 17:29:00,4.11,66,308
2015-09-11 17:39:00,7.11,70,284
2015-09-11 17:39:00,8.94,70,284
2015-09-11 17:49:00,3.06,69,284
2015-09-11 17:49:00,10.06,69,284
2015-09-11 17:59:00,7.5,69,229
2015-09-11 17:59:00,5.56,69,229
2015-09-11 21:51:00,5.06,59,180
2015-09-11 21:51:00,5.28,59,180
2015-09-13 21:08:00,1.44,68,38
2015-09-13 21:28:00,2.33,55,38
2015-09-14 16:45:00,2.33,62,150
2015-09-14 16:45:00,7.5,62,150
2015-09-14 17:15:00,6.44,52,146
2015-09-14 17:15:00,9.17,52,146
2015-09-14 17:35:00,3.22,60,146
2015-09-14 17:35:00,4.83,60,146
2015-09-14 18:45:00,2.94,65,145
2015-09-14 18:45:00,9.22,65,145
2015-09-15 05:46:00,3.89,76,120
2015-09-15 05:46:00,1.33,76,120
2015-09-15 07:26:00,13.39,70,147
2015-09-15 07:26:00,9.17,70,147
2015-09-15 07:46:00,9.83,62,136
2015-09-15 07:46:00,9.83,62,172
2015-09-15 07:46:00,7.89,62,136
2015-09-15 07:46:00,7.89,62,172
2015-09-15 07:56:00,9.56,67,140
2015-09-15 07:56:00,9.06,67,140
2015-09-15 08:26:00,6.33,61,131
2015-09-15 08:26:00,6.33,61,199
2015-09-15 08:26:00,8.28,61,131
2015-09-15 08:26:00,8.28,61,199
2015-09-15 08:46:00,5.83,67,147
2015-09-15 08:46:00,5.83,67,196
2015-09-15 08:46:00,5.22,67,147
2015-09-15 08:46:00,5.22,67,196
2015-09-15 08:56:00,5.78,66,130
2015-09-15 08:56:00,5.78,66,124
2015-09-15 08:56:00,14.61,66,130
2015-09-15 08:56:00,14.61,66,124
2015-09-15 09:06:00,4.11,71,125
2015-09-15 09:06:00,8.72,71,125
2015-09-15 09:16:00,5.67,65,192
2015-09-15 09:16:00,10.22,65,192
2015-09-15 09:36:00,4.22,63,146
2015-09-15 09:36:00,7.44,63,146
2015-09-15 10:16:00,6.89,67,140
2015-09-15 10:26:00,8.83,66,145
2015-09-15 11:06:00,2.17,68,1612
2015-09-15 11:06:00,12.11,68,1612
2015-09-15 11:16:00,4.39,65,1738
2015-09-15 11:16:00,6.94,65,1738
2015-09-15 11:36:00,6.28,67,109
2015-09-15 11:36:00,5.94,67,109
2015-09-15 11:46:00,3.5,67,261
2015-09-15 11:46:00,5.83,67,261
2015-09-15 11:56:00,4.39,67,133
2015-09-15 11:56:00,4.22,67,133
2015-09-15 12:26:00,6.83,69,182
2015-09-15 12:26:00,7.06,69,182
2015-09-15 12:31:00,4.61,68,159
2015-09-15 12:31:00,3.67,68,159
2015-09-15 12:36:00,3.72,67,141
2015-09-15 12:36:00,13.56,67,141
2015-09-15 12:46:00,1.06,68,163
2015-09-15 12:46:00,5.44,68,163
2015-09-15 12:56:00,2.28,66,134
2015-09-15 12:56:00,7.39,66,134
2015-09-15 13:06:00,2.28,71,145
2015-09-15 13:06:00,6.39,71,145
2015-09-15 13:26:00,3.72,63,131
2015-09-15 13:26:00,12.61,63,131
2015-09-15 13:46:00,2.28,59,137
2015-09-15 13:46:00,2.28,59,129
2015-09-15 13:46:00,6.56,59,137
2015-09-15 13:46:00,6.56,59,129
2015-09-15 15:34:00,5.94,65,157
2015-09-15 15:34:00,7.89,65,157
2015-09-15 16:34:00,4.22,65,138
2015-09-15 16:34:00,10.78,65,138
2015-09-15 18:04:00,5.06,63,137
2015-09-15 18:04:00,6.61,63,137
2015-09-15 19:34:00,1.83,63,142
2015-09-15 19:34:00,1.83,63,142
2015-09-16 06:24:00,17.56,65,139
2015-09-16 06:24:00,5.39,65,139
2015-09-16 07:44:00,18.67,66,157
2015-09-16 07:44:00,10.33,66,157
2015-09-16 08:54:00,6.72,62,344
2015-09-16 08:54:00,12.83,62,344
2015-09-16 09:04:00,6.17,63,294
2015-09-16 09:04:00,9.11,63,294
2015-09-16 09:44:00,15.83,67,143
2015-09-16 09:54:00,6.44,66,140
2015-09-16 09:54:00,10.17,66,140
2015-09-16 11:14:00,6.06,66,324
2015-09-16 11:14:00,11.11,66,324
2015-09-16 14:35:00,1.44,20,177
2015-09-16 14:35:00,1.44,20,168
2015-09-16 14:35:00,6.0,20,177
2015-09-16 14:35:00,6.0,20,168
2015-09-16 14:45:00,10.78,23,185
2015-09-16 14:55:00,4.11,65,224
2015-09-16 14:55:00,4.11,65,157
2015-09-16 14:55:00,9.83,65,224
2015-09-16 14:55:00,9.83,65,157
2015-09-16 15:05:00,5.28,74,289
2015-09-16 15:05:00,5.78,74,289
2015-09-16 15:15:00,2.83,65,297
2015-09-16 15:15:00,9.11,65,297
2015-09-16 15:25:00,4.89,64,258
2015-09-16 15:25:00,15.11,64,258
2015-09-16 15:30:00,3.61,68,146
2015-09-16 15:30:00,16.0,68,146
2015-09-16 16:10:00,4.28,70,145
2015-09-16 16:10:00,8.89,70,145
2015-09-16 16:20:00,6.06,66,161
2015-09-16 16:20:00,8.67,66,161
2015-09-16 17:20:00,2.44,23,160
2015-09-16 17:20:00,10.78,23,160
2015-09-16 17:50:00,1.39,55,159
2015-09-16 17:50:00,7.44,55,159
2015-09-16 18:20:00,4.0,67,160
2015-09-16 18:20:00,9.0,67,160
2015-09-16 20:10:00,1.44,62,135
2015-09-16 20:10:00,3.11,62,135
2015-09-16 20:40:00,1.28,59,129
2015-09-16 20:40:00,1.56,59,129
2015-09-16 22:20:00,0.39,61,315
2015-09-16 22:20:00,2.67,61,315
2015-09-17 08:00:00,12.89,64,156
2015-09-17 08:00:00,36.33,64,156
2015-09-17 08:40:00,6.83,59,251
2015-09-17 08:40:00,13.56,59,251
2015-09-17 09:00:00,3.22,54,304
2015-09-17 09:00:00,10.67,54,304
2015-09-17 09:20:00,9.56,62,244
2015-09-17 09:20:00,9.33,62,244
2015-09-17 13:10:00,2.33,41,149
2015-09-17 13:10:00,7.33,41,149
2015-09-17 13:20:00,5.06,46,163
2015-09-17 13:20:00,7.11,46,163
2015-09-17 13:50:00,5.67,23,140
2015-09-17 13:50:00,2.56,23,140
2015-09-01 14:35:00,1.67,62,140
2015-09-01 14:35:00,12.89,62,140
2015-09-02 09:00:00,6.83,53,210
2015-09-02 09:00:00,12.78,53,210
2015-09-02 14:20:00,6.72,61,47
2015-09-02 14:20:00,11.78,61,47
2015-09-02 17:10:00,8.5,61,151
2015-09-02 17:10:00,14.67,61,151
2015-09-02 23:26:00,1.61,60,1033
2015-09-03 00:26:00,3.89,56,682
2015-09-03 00:36:00,1.06,55,940
2015-09-03 00:36:00,2.61,55,940
2015-09-03 01:06:00,1.22,60,653
2015-09-03 01:56:00,0.5,63,411
2015-09-03 01:56:00,2.28,63,411
2015-09-03 04:46:00,2.22,69,116
2015-09-03 06:06:00,12.28,64,118
2015-09-03 06:06:00,4.11,64,118
2015-09-03 06:16:00,21.17,72,121
2015-09-03 06:16:00,5.06,72,121
2015-09-03 08:46:00,15.33,61,429
2015-09-03 08:46:00,7.5,61,429
2015-09-03 09:26:00,8.39,62,274
2015-09-03 09:26:00,12.06,62,274
2015-09-03 09:46:00,8.72,63,247
2015-09-03 10:06:00,6.94,60,298
2015-09-03 10:06:00,17.28,60,298
2015-09-03 10:26:00,2.94,67,352
2015-09-03 10:26:00,6.22,67,352
2015-09-03 10:36:00,4.89,63,321
2015-09-03 10:36:00,7.17,63,321
2015-09-03 11:36:00,7.06,62,194
2015-09-03 11:36:00,16.72,62,194
2015-09-03 11:46:00,3.5,63,158
2015-09-03 11:46:00,11.39,63,158
2015-09-03 12:16:00,2.83,65,197
2015-09-03 12:16:00,7.56,65,197
2015-09-03 12:26:00,10.39,62,149
2015-09-03 12:36:00,9.39,63,161
2015-09-03 13:36:00,13.39,63,147
2015-09-03 16:26:00,6.78,69,829
2015-09-03 16:36:00,7.33,65,992
2015-09-03 16:36:00,10.33,65,992
2015-09-03 16:46:00,11.44,65,1307
2015-09-03 16:46:00,11.44,65,162
2015-09-03 16:46:00,9.72,65,1307
2015-09-03 16:46:00,9.72,65,162
2015-09-03 17:06:00,9.83,66,1761
2015-09-03 17:06:00,6.22,66,1761
2015-09-03 17:36:00,5.78,64,1449
2015-09-03 17:36:00,5.78,64,168
2015-09-03 17:36:00,4.39,64,1449
2015-09-03 17:36:00,4.39,64,168
2015-09-03 17:46:00,3.89,67,1319
2015-09-03 17:46:00,5.06,67,1319
2015-09-03 17:56:00,3.5,66,126
2015-09-03 17:56:00,9.17,66,126
